campaign_id,location,device,CTR,CPC,CPM,ConversionRate,ROI
CAMP_1025,Australia,Mobile,0.0992,1.0560,104.7660,0.1005,0.8239
CAMP_1053,Germany,Mobile,0.1015,1.0125,102.8110,0.1007,0.9059
CAMP_1002,USA,Desktop,0.0905,1.0784,97.6370,0.1046,0.9431
CAMP_1053,UK,Tablet,0.0958,1.0578,101.3820,0.1066,1.1258
CAMP_1093,Canada,Mobile,0.0960,1.0721,102.9640,0.1047,0.9504
CAMP_1093,Australia,Mobile,0.0953,0.9239,88.0860,0.0988,1.1389
CAMP_1056,Canada,Desktop,0.1033,0.9775,101.0100,0.0955,1.0415
CAMP_1016,UK,Mobile,0.0982,0.9765,95.8470,0.0946,1.0750
CAMP_1046,Canada,Mobile,0.1016,0.9346,94.9160,0.0992,1.0881
CAMP_1022,India,Desktop,0.0994,0.9458,93.9770,0.0939,1.0335
CAMP_1078,India,Mobile,0.0993,1.0766,106.8830,0.0972,0.9054
CAMP_1084,Canada,Desktop,0.0975,1.0180,99.2730,0.0964,1.0428
CAMP_1065,Australia,Mobile,0.1010,0.9896,99.9880,0.0948,0.9247
CAMP_1074,UK,Tablet,0.1028,1.0586,108.8350,0.0956,1.0328
CAMP_1037,India,Desktop,0.0986,1.0928,107.7660,0.0988,0.9668
CAMP_1063,USA,Desktop,0.0908,1.0299,93.5680,0.1077,1.0035
CAMP_1081,Canada,Desktop,0.1019,1.1301,115.1190,0.1029,0.9069
CAMP_1078,Australia,Mobile,0.0933,1.1209,104.6120,0.1100,0.8357
CAMP_1090,India,Mobile,0.1029,1.0509,108.1490,0.0949,0.8630
CAMP_1062,Germany,Tablet,0.0987,1.0248,101.1240,0.0993,0.8804
CAMP_1097,India,Tablet,0.0907,0.9977,90.5160,0.1019,0.9546
CAMP_1051,India,Mobile,0.0971,0.9927,96.3580,0.1007,1.0920
CAMP_1087,UK,Tablet,0.0954,0.9774,93.2890,0.1013,1.0855
CAMP_1078,Germany,Mobile,0.0976,1.0285,100.3880,0.0948,0.9072
CAMP_1029,India,Tablet,0.0954,1.0871,103.6830,0.1024,0.8725
CAMP_1050,India,Desktop,0.0989,1.0268,101.5420,0.1056,0.9489
CAMP_1080,Canada,Mobile,0.0908,1.0042,91.1800,0.1080,1.0022
CAMP_1028,Canada,Tablet,0.0941,1.0292,96.8650,0.0949,0.9703
CAMP_1003,USA,Mobile,0.0947,1.0359,98.0840,0.1036,1.0601
CAMP_1009,Australia,Desktop,0.1018,0.9987,101.6680,0.0942,0.9291
CAMP_1055,USA,Tablet,0.0939,1.0095,94.7890,0.1069,0.9584
CAMP_1083,Australia,Mobile,0.0909,1.1025,100.2160,0.1089,1.0128
CAMP_1087,Australia,Mobile,0.0888,1.0595,94.1170,0.1038,0.9750
CAMP_1033,UK,Mobile,0.0923,1.0940,100.9850,0.1052,0.9679
CAMP_1005,Germany,Mobile,0.1046,0.9677,101.1940,0.0986,1.1030
CAMP_1065,Germany,Tablet,0.1023,1.0068,103.0000,0.0973,0.8930
CAMP_1042,India,Mobile,0.0955,1.0268,98.0350,0.0933,0.9825
CAMP_1074,USA,Mobile,0.0994,0.9699,96.3810,0.0941,1.0495
CAMP_1054,India,Tablet,0.0987,0.9379,92.5630,0.0972,1.1439
CAMP_1055,India,Mobile,0.0968,0.9248,89.5310,0.0940,0.9585
CAMP_1024,USA,Mobile,0.0979,0.9548,93.4280,0.0976,1.1751
CAMP_1066,UK,Tablet,0.0928,1.0828,100.5350,0.1057,1.0443
CAMP_1095,Canada,Mobile,0.0937,1.0510,98.5120,0.0927,0.8253
CAMP_1066,UK,Mobile,0.0960,1.0228,98.1600,0.1039,0.9266
CAMP_1026,Australia,Desktop,0.0981,0.9615,94.3080,0.1011,1.1310
CAMP_1031,Canada,Desktop,0.0958,1.0020,95.9680,0.1000,1.1348
CAMP_1050,USA,Mobile,0.0923,0.9913,91.4510,0.0912,0.9884
CAMP_1018,India,Desktop,0.1001,1.0367,103.8150,0.1007,1.0677
CAMP_1020,Australia,Mobile,0.1001,0.9979,99.8510,0.0966,1.0396
CAMP_1004,USA,Desktop,0.0950,1.0388,98.6580,0.0984,0.9108
CAMP_1081,India,Mobile,0.0998,0.9341,93.2320,0.0931,1.1268
CAMP_1091,India,Tablet,0.0947,1.0788,102.1340,0.1067,1.1196
CAMP_1041,Australia,Desktop,0.0954,1.0201,97.3570,0.0977,0.9434
CAMP_1021,India,Desktop,0.0933,1.0668,99.5180,0.1028,0.9178
CAMP_1020,Germany,Desktop,0.0927,1.0466,96.9950,0.0950,0.9169
CAMP_1000,Canada,Mobile,0.0918,1.0440,95.8170,0.1011,1.0663
CAMP_1004,India,Desktop,0.0971,1.0174,98.7650,0.0990,1.0047
CAMP_1011,UK,Tablet,0.0972,1.0875,105.6660,0.1093,0.9401
CAMP_1089,Germany,Tablet,0.0982,1.1134,109.3650,0.0970,0.8027
CAMP_1045,India,Tablet,0.1027,0.9937,102.0050,0.1047,1.0233
CAMP_1033,Australia,Desktop,0.0961,0.9716,93.3780,0.0931,1.0327
CAMP_1048,Germany,Mobile,0.0958,1.0581,101.3170,0.1041,0.8715
CAMP_1077,Australia,Tablet,0.0986,1.0332,101.8490,0.0996,0.9605
CAMP_1026,Germany,Mobile,0.0917,1.0625,97.4820,0.1021,1.1129
CAMP_1072,Canada,Tablet,0.0947,0.9776,92.5680,0.1064,1.0563
CAMP_1025,Germany,Desktop,0.0898,1.0346,92.8800,0.0997,0.9695
CAMP_1085,Germany,Tablet,0.0976,1.0574,103.2410,0.0955,0.8329
CAMP_1055,Australia,Tablet,0.1041,1.0147,105.6670,0.0909,0.8371
CAMP_1093,Canada,Desktop,0.0911,1.0159,92.5910,0.1042,1.1093
CAMP_1062,UK,Desktop,0.1062,0.9505,100.8980,0.1001,1.0756
CAMP_1047,Germany,Mobile,0.0955,0.9955,95.1070,0.0945,1.1831
CAMP_1060,India,Mobile,0.0937,1.0932,102.4240,0.1074,1.0719
CAMP_1080,Australia,Tablet,0.1014,1.0417,105.5800,0.0956,1.0189
CAMP_1035,UK,Mobile,0.0886,1.0277,91.0400,0.1053,1.1538
CAMP_1007,USA,Tablet,0.0926,1.0428,96.5930,0.1072,1.1096
CAMP_1078,Germany,Tablet,0.1028,1.0049,103.2980,0.0956,1.0793
CAMP_1046,Canada,Tablet,0.0991,1.0325,102.3050,0.1024,0.9367
CAMP_1027,Australia,Desktop,0.0976,0.9677,94.4020,0.0940,1.0390
CAMP_1086,Germany,Desktop,0.0938,1.0359,97.1350,0.1039,1.0920
CAMP_1077,USA,Desktop,0.0916,0.9829,90.0320,0.1147,1.1672
CAMP_1001,UK,Mobile,0.0957,1.0812,103.4580,0.1014,0.9789
CAMP_1055,Australia,Mobile,0.0890,1.0703,95.2930,0.1063,1.0247
CAMP_1006,Germany,Desktop,0.0995,1.0507,104.5660,0.0959,0.9212
CAMP_1022,India,Tablet,0.0998,0.9893,98.7790,0.0944,0.8687
CAMP_1014,UK,Desktop,0.0981,1.0673,104.7500,0.1000,0.9711
CAMP_1063,India,Tablet,0.0935,1.0063,94.1290,0.0945,1.0169
CAMP_1027,India,Desktop,0.0935,0.9492,88.7260,0.0921,1.0638
CAMP_1073,India,Desktop,0.0939,1.0062,94.4890,0.0972,1.0646
CAMP_1056,Australia,Tablet,0.0966,1.0700,103.3670,0.1008,1.0586
CAMP_1016,Australia,Tablet,0.0922,1.0472,96.5150,0.1033,0.9845
CAMP_1085,Germany,Mobile,0.0959,1.0735,102.9500,0.1047,0.9259
CAMP_1089,UK,Desktop,0.0905,1.0767,97.4550,0.1062,0.9755
CAMP_1043,Germany,Mobile,0.0955,1.0642,101.5860,0.0991,0.9732
CAMP_1024,Canada,Mobile,0.0975,1.0334,100.7420,0.0991,1.1172
CAMP_1083,India,Tablet,0.0923,0.9178,84.7220,0.0962,1.2758
CAMP_1024,USA,Desktop,0.0987,1.0523,103.8500,0.1049,0.9076
CAMP_1009,India,Tablet,0.1012,1.0504,106.3020,0.1026,1.0063
CAMP_1066,Canada,Tablet,0.1075,0.9833,105.6780,0.0968,1.0706
CAMP_1017,Australia,Desktop,0.1055,1.0047,106.0010,0.0975,0.8967
CAMP_1099,India,Tablet,0.0984,1.0165,100.0470,0.0947,0.9302
CAMP_1085,Canada,Tablet,0.0916,1.0759,98.4990,0.1002,0.9894
CAMP_1007,USA,Mobile,0.0836,1.1332,94.7900,0.1212,1.0699
CAMP_1082,Germany,Mobile,0.0895,1.0595,94.8630,0.1079,0.9855
CAMP_1040,Germany,Tablet,0.0987,1.0368,102.3650,0.1045,1.0247
CAMP_1005,USA,Mobile,0.0916,1.0403,95.3300,0.1057,1.1713
CAMP_1051,Canada,Tablet,0.0972,1.0042,97.5610,0.0990,1.0351
CAMP_1025,India,Mobile,0.0876,1.0787,94.4720,0.1150,0.9706
CAMP_1063,UK,Desktop,0.0981,1.0102,99.1060,0.0986,1.0833
CAMP_1058,USA,Desktop,0.0948,1.0815,102.5630,0.1015,0.9542
CAMP_1055,UK,Mobile,0.0967,1.0600,102.5170,0.1054,0.9918
CAMP_1058,Canada,Desktop,0.0946,0.9727,92.0430,0.0961,1.0519
CAMP_1052,Canada,Mobile,0.0988,1.0033,99.1730,0.0960,0.9102
CAMP_1021,Australia,Mobile,0.0983,1.0513,103.3060,0.1005,0.9817
CAMP_1020,USA,Desktop,0.0967,1.0279,99.4140,0.1051,1.0631
CAMP_1069,Canada,Mobile,0.0944,1.0152,95.8020,0.0956,0.9447
CAMP_1069,Germany,Tablet,0.0998,1.0105,100.8440,0.0977,0.9415
CAMP_1003,India,Desktop,0.0960,0.9942,95.4540,0.0980,0.9614
CAMP_1093,India,Tablet,0.0904,0.9741,88.0280,0.0994,1.0413
CAMP_1074,Germany,Mobile,0.0928,1.1093,102.8880,0.1047,0.8131
CAMP_1061,UK,Tablet,0.1003,0.9360,93.8640,0.0915,1.0926
CAMP_1061,India,Mobile,0.1051,1.0866,114.1580,0.0998,0.8633
CAMP_1094,Australia,Desktop,0.0953,1.0312,98.3010,0.0983,1.1684
CAMP_1054,USA,Mobile,0.0971,0.9917,96.3130,0.0994,1.0410
CAMP_1030,UK,Desktop,0.1070,0.9488,101.5280,0.0934,1.0659
CAMP_1039,Germany,Mobile,0.1036,1.0117,104.8030,0.0995,0.8257
CAMP_1035,Germany,Tablet,0.0994,1.0486,104.2520,0.0968,0.8589
CAMP_1094,Australia,Mobile,0.0988,1.0351,102.2700,0.1046,1.0611
CAMP_1065,UK,Desktop,0.0951,0.9967,94.7570,0.0996,1.0438
CAMP_1083,Germany,Desktop,0.0933,1.0484,97.8360,0.0962,0.9631
CAMP_1078,Australia,Tablet,0.0921,1.0144,93.4440,0.0976,1.0619
CAMP_1093,UK,Desktop,0.1056,0.9941,105.0100,0.0927,1.0257
CAMP_1065,UK,Mobile,0.0938,0.9570,89.7920,0.0965,1.0436
CAMP_1078,UK,Mobile,0.0876,1.0585,92.7070,0.1074,1.1226
CAMP_1074,UK,Desktop,0.1032,1.0119,104.4550,0.0930,0.8624
CAMP_1025,Germany,Mobile,0.0915,1.1026,100.8540,0.1166,0.8732
CAMP_1004,UK,Tablet,0.0876,1.0483,91.8730,0.1067,1.0842
CAMP_1069,Australia,Tablet,0.0944,0.9952,93.9630,0.0959,1.1001
CAMP_1025,Canada,Tablet,0.0995,1.0757,107.0170,0.1034,0.8616
CAMP_1067,India,Mobile,0.0866,1.0264,88.8610,0.1034,1.1336
CAMP_1018,India,Mobile,0.0944,1.0041,94.7910,0.0970,1.0779
CAMP_1096,Germany,Desktop,0.1010,1.0512,106.1300,0.1008,0.8610
CAMP_1046,India,Mobile,0.0971,1.0086,97.9750,0.1013,1.1446
CAMP_1063,Germany,Mobile,0.0924,1.0718,99.0260,0.0975,1.0017
CAMP_1036,UK,Tablet,0.0963,1.0046,96.7040,0.0922,1.0219
CAMP_1010,USA,Desktop,0.0965,0.9539,92.0170,0.0971,0.9983
CAMP_1099,UK,Mobile,0.0864,1.0847,93.7670,0.1055,0.9742
CAMP_1076,Canada,Mobile,0.0959,1.1077,106.2790,0.1064,0.9442
CAMP_1002,UK,Desktop,0.0987,1.0844,107.0080,0.1026,0.8421
CAMP_1032,Australia,Mobile,0.0902,1.0266,92.6330,0.1011,1.1738
CAMP_1005,Australia,Desktop,0.1059,0.9855,104.4090,0.1036,1.0423
CAMP_1049,Australia,Desktop,0.0971,1.0092,98.0270,0.1058,1.0775
CAMP_1009,UK,Mobile,0.0947,1.0791,102.1550,0.1035,1.0035
CAMP_1009,Canada,Mobile,0.0984,1.0644,104.7290,0.1005,1.0089
CAMP_1001,Germany,Mobile,0.1043,1.0141,105.7960,0.1017,1.1264
CAMP_1012,Germany,Desktop,0.0943,1.0261,96.7870,0.1004,0.8900
CAMP_1039,India,Mobile,0.0979,1.0217,100.0770,0.0938,0.9404
CAMP_1072,USA,Tablet,0.1070,0.9655,103.2690,0.0976,1.0469
CAMP_1016,India,Mobile,0.0947,1.0437,98.8450,0.0999,0.9322
CAMP_1023,UK,Mobile,0.0984,1.1166,109.9190,0.0959,0.8043
CAMP_1037,USA,Tablet,0.0978,1.0215,99.9400,0.1033,1.1112
CAMP_1034,USA,Tablet,0.0953,1.0410,99.1840,0.0992,0.9290
CAMP_1094,UK,Desktop,0.0949,1.0578,100.3340,0.0906,0.9517
CAMP_1048,Canada,Tablet,0.0887,1.1221,99.5280,0.0992,1.0328
CAMP_1077,UK,Mobile,0.0960,0.9298,89.2610,0.1020,1.2717
CAMP_1008,USA,Mobile,0.0928,1.0192,94.6160,0.0952,1.0252
CAMP_1075,USA,Mobile,0.0920,1.1130,102.4000,0.1052,0.9226
CAMP_1034,India,Tablet,0.0919,1.0545,96.8990,0.1075,1.0140
CAMP_1000,Germany,Mobile,0.0994,0.9919,98.6440,0.1028,1.0972
CAMP_1039,Germany,Tablet,0.0943,1.0624,100.1990,0.1033,0.9837
CAMP_1021,UK,Tablet,0.0991,0.9637,95.4790,0.0949,1.1141
CAMP_1059,UK,Desktop,0.0944,1.0263,96.8470,0.0984,1.0820
CAMP_1063,Canada,Tablet,0.0996,1.0185,101.4230,0.0940,1.0627
CAMP_1092,Australia,Desktop,0.0906,1.0583,95.9050,0.1027,1.0205
CAMP_1071,Canada,Mobile,0.0970,1.0513,102.0140,0.1042,0.9291
CAMP_1010,UK,Desktop,0.0897,1.0415,93.3740,0.1051,0.9894
CAMP_1029,Australia,Mobile,0.0923,1.0436,96.3110,0.1005,1.0706
CAMP_1084,Canada,Tablet,0.0936,1.0544,98.7190,0.0994,0.9603
CAMP_1036,Australia,Mobile,0.0947,0.9925,94.0210,0.0982,1.0867
CAMP_1004,UK,Mobile,0.0950,1.0636,101.0650,0.0996,0.8561
CAMP_1082,UK,Tablet,0.0970,0.9945,96.4600,0.0927,0.9220
CAMP_1025,India,Tablet,0.0996,1.0533,104.8930,0.1023,1.0093
CAMP_1061,Germany,Mobile,0.0997,0.9821,97.8880,0.0971,0.8626
CAMP_1088,Germany,Desktop,0.0984,0.9464,93.1460,0.0929,1.0418
CAMP_1039,Canada,Desktop,0.1002,1.0323,103.4440,0.0934,0.8211
CAMP_1071,Germany,Mobile,0.1018,0.9965,101.4840,0.0932,0.9642
CAMP_1031,Canada,Mobile,0.0897,1.1194,100.3600,0.1101,0.8100
CAMP_1024,Canada,Tablet,0.0961,1.0205,98.1130,0.1015,1.0457
CAMP_1016,Australia,Desktop,0.0951,0.9859,93.7310,0.1019,1.1343
CAMP_1052,Australia,Tablet,0.0892,1.0630,94.8320,0.1004,1.0693
CAMP_1038,USA,Tablet,0.0973,1.0344,100.6640,0.1024,0.9855
CAMP_1050,Germany,Tablet,0.0959,1.0302,98.8430,0.0952,0.9168
CAMP_1069,Australia,Mobile,0.1054,1.0129,106.7610,0.0991,0.9757
CAMP_1005,UK,Tablet,0.0925,1.0389,96.1270,0.1073,1.0516
CAMP_1006,USA,Desktop,0.0864,1.0798,93.3080,0.1101,1.1173
CAMP_1050,Australia,Desktop,0.0985,0.9439,92.9640,0.0898,1.1137
CAMP_1071,Australia,Tablet,0.0878,1.1744,103.0720,0.1021,0.8150
CAMP_1063,Canada,Mobile,0.1003,0.9309,93.3750,0.0903,0.9798
CAMP_1028,Australia,Mobile,0.1004,1.0641,106.8340,0.0965,0.9006
CAMP_1032,Germany,Desktop,0.0879,0.9819,86.3230,0.0986,1.1435
CAMP_1093,Australia,Tablet,0.0925,1.0858,100.3870,0.1093,0.9901
CAMP_1026,USA,Mobile,0.0902,1.0802,97.4280,0.1045,1.0766
CAMP_1028,USA,Desktop,0.0976,1.0101,98.6030,0.0943,1.0715
CAMP_1037,USA,Mobile,0.0935,1.0667,99.7410,0.0992,0.8648
CAMP_1056,Germany,Tablet,0.0979,0.9450,92.5250,0.0984,1.1844
CAMP_1096,Australia,Mobile,0.1011,0.9716,98.2690,0.1025,1.0932
CAMP_1026,Canada,Mobile,0.1028,1.0177,104.5860,0.1035,0.8682
CAMP_1054,UK,Tablet,0.1062,0.9270,98.4670,0.0916,1.2150
CAMP_1067,Germany,Desktop,0.0951,1.0944,104.1040,0.1029,0.8464
CAMP_1065,Canada,Mobile,0.1008,0.9906,99.8980,0.0949,1.0031
CAMP_1004,Australia,Mobile,0.0910,1.0234,93.0880,0.1091,1.0885
CAMP_1037,Australia,Mobile,0.1024,0.9658,98.8810,0.0985,1.0182
CAMP_1012,USA,Mobile,0.0991,0.9624,95.4170,0.1037,1.1154
CAMP_1030,USA,Tablet,0.0901,1.0546,95.0140,0.1010,0.9394
CAMP_1046,USA,Mobile,0.0994,0.9951,98.9300,0.0920,0.9921
CAMP_1099,Germany,Tablet,0.0913,0.9895,90.3680,0.0967,1.1233
CAMP_1087,Australia,Desktop,0.0911,1.0778,98.1830,0.0999,1.0835
CAMP_1051,Australia,Tablet,0.0943,1.0683,100.7550,0.0957,1.0135
CAMP_1055,UK,Tablet,0.0938,0.9882,92.6720,0.1052,1.1557
CAMP_1014,Canada,Tablet,0.0974,1.0443,101.7620,0.0944,0.9907
CAMP_1028,USA,Tablet,0.0941,1.0395,97.8180,0.1075,1.0959
CAMP_1067,Germany,Mobile,0.0962,1.0222,98.2840,0.0975,0.9980
CAMP_1044,USA,Mobile,0.0991,1.0067,99.7590,0.0969,0.9916
CAMP_1094,Canada,Mobile,0.0936,1.0616,99.3890,0.0967,0.9753
CAMP_1035,UK,Tablet,0.0933,1.0873,101.3960,0.1049,0.8617
CAMP_1042,Germany,Tablet,0.0949,1.0432,98.9840,0.1004,0.9611
CAMP_1019,Canada,Desktop,0.0966,1.0787,104.1590,0.1022,0.8661
CAMP_1010,USA,Tablet,0.0949,1.0487,99.5370,0.1083,0.9953
CAMP_1073,Australia,Mobile,0.1041,1.0405,108.2940,0.0901,0.9951
CAMP_1037,India,Tablet,0.0999,0.9817,98.0230,0.1012,1.2468
CAMP_1005,Germany,Desktop,0.0944,0.9911,93.5810,0.1006,0.9845
CAMP_1071,Germany,Desktop,0.0907,1.0891,98.8310,0.1015,0.9933
CAMP_1046,USA,Tablet,0.1003,0.9998,100.2720,0.1021,1.0719
CAMP_1045,Canada,Tablet,0.1016,0.9913,100.6670,0.0926,0.9583
CAMP_1081,USA,Mobile,0.0944,1.0638,100.4010,0.1017,1.0379
CAMP_1096,UK,Tablet,0.1046,0.9825,102.7790,0.0947,0.9678
CAMP_1042,Germany,Desktop,0.0974,1.0059,97.9300,0.0909,0.9415
CAMP_1075,Australia,Desktop,0.0954,1.0266,97.9600,0.1033,1.1468
CAMP_1099,USA,Tablet,0.0959,1.0156,97.4080,0.0982,1.0490
CAMP_1036,Australia,Tablet,0.0967,1.0705,103.5380,0.1067,1.0246
CAMP_1071,UK,Desktop,0.1030,0.9993,102.9380,0.0947,1.1180
CAMP_1030,India,Mobile,0.1040,0.9506,98.8680,0.0891,1.0873
CAMP_1039,USA,Mobile,0.0936,0.9707,90.8550,0.1026,1.0242
CAMP_1040,UK,Tablet,0.1021,0.9386,95.7870,0.0889,1.0415
CAMP_1045,UK,Desktop,0.1013,1.0069,102.0210,0.0941,0.9358
CAMP_1020,Germany,Mobile,0.0984,1.0265,100.9960,0.1001,1.1129
CAMP_1035,Australia,Tablet,0.0947,1.0262,97.1850,0.0988,0.9632
CAMP_1056,Australia,Mobile,0.0895,1.0701,95.7950,0.1073,0.8779
CAMP_1000,India,Mobile,0.0876,1.0459,91.6460,0.1027,1.0329
CAMP_1062,Germany,Mobile,0.0939,0.9718,91.2440,0.0960,0.9968
CAMP_1020,Germany,Tablet,0.0991,1.0551,104.5850,0.0997,1.0191
CAMP_1072,Germany,Tablet,0.0947,1.0904,103.2820,0.1060,0.9212
CAMP_1025,UK,Desktop,0.0997,1.0085,100.5220,0.1020,1.0674
CAMP_1040,USA,Tablet,0.0956,0.9742,93.1810,0.1023,1.1520
CAMP_1024,Germany,Desktop,0.1097,0.9566,104.9340,0.0930,0.9968
CAMP_1006,Australia,Desktop,0.1022,1.0320,105.4640,0.0999,1.0118
CAMP_1081,USA,Desktop,0.0884,1.1220,99.2110,0.1085,0.9414
CAMP_1090,Germany,Desktop,0.0940,1.1047,103.8450,0.0976,0.8444
CAMP_1033,Germany,Desktop,0.1033,0.9171,94.6980,0.0990,1.3624
CAMP_1090,India,Desktop,0.1008,1.0567,106.5420,0.1067,0.9925
CAMP_1016,India,Desktop,0.0930,1.0827,100.7350,0.1023,0.9284
CAMP_1058,Canada,Mobile,0.1003,0.9365,93.9570,0.0985,1.0386
CAMP_1053,Canada,Mobile,0.0960,0.9961,95.6230,0.0951,1.1039
CAMP_1069,India,Desktop,0.0957,0.9727,93.0420,0.1041,1.1533
CAMP_1087,Germany,Tablet,0.0986,0.9976,98.3150,0.0961,1.0884
CAMP_1032,India,Tablet,0.0959,1.0091,96.7410,0.0952,0.9095
CAMP_1048,USA,Desktop,0.1024,1.0071,103.1420,0.1003,1.1258
CAMP_1028,India,Desktop,0.0930,1.0456,97.2650,0.1081,1.0913
CAMP_1025,Canada,Mobile,0.0948,1.0243,97.0900,0.0992,0.9658
CAMP_1027,USA,Tablet,0.0894,1.0317,92.2830,0.0994,1.0096
CAMP_1084,Germany,Mobile,0.0977,1.0144,99.0710,0.0973,1.1121
CAMP_1048,USA,Tablet,0.1018,1.0572,107.5930,0.0934,0.9558
CAMP_1019,India,Desktop,0.0885,1.1171,98.9010,0.1005,0.8186
CAMP_1085,Germany,Desktop,0.0979,0.9881,96.6950,0.0978,0.9005
CAMP_1091,USA,Mobile,0.0917,1.0783,98.8880,0.1014,0.9345
CAMP_1060,Australia,Tablet,0.1069,0.9991,106.7670,0.0925,0.9538
CAMP_1070,USA,Desktop,0.1036,1.0693,110.7700,0.0993,0.8624
CAMP_1093,USA,Desktop,0.0924,1.0916,100.8380,0.1108,0.9900
CAMP_1055,India,Tablet,0.1004,1.0291,103.3730,0.0981,0.8839
CAMP_1031,India,Desktop,0.0978,1.0536,103.0250,0.0957,0.9061
CAMP_1092,India,Tablet,0.1003,1.0195,102.2530,0.0991,1.0030
CAMP_1029,Australia,Tablet,0.0914,1.0640,97.2250,0.0931,0.8915
CAMP_1018,Germany,Desktop,0.1002,1.0148,101.6900,0.0992,1.0768
CAMP_1077,Germany,Tablet,0.0998,1.0466,104.4850,0.0968,0.8776
CAMP_1065,Canada,Tablet,0.0898,1.1237,100.8870,0.1115,1.0003
CAMP_1093,USA,Tablet,0.0972,1.0163,98.7780,0.0981,1.0374
CAMP_1003,UK,Desktop,0.0987,1.0029,98.9830,0.0933,1.0860
CAMP_1007,Canada,Mobile,0.1049,0.9550,100.2010,0.0967,1.1637
CAMP_1054,India,Desktop,0.1086,1.0211,110.8520,0.1041,1.0260
CAMP_1031,Australia,Mobile,0.0928,1.0332,95.9240,0.1049,1.1062
CAMP_1073,Germany,Desktop,0.0998,0.9648,96.2610,0.0949,1.0938
CAMP_1082,USA,Tablet,0.0953,0.9518,90.6930,0.1056,1.3835
CAMP_1033,India,Tablet,0.0965,1.0774,103.9520,0.0975,0.8984
CAMP_1096,India,Desktop,0.0985,1.0077,99.2510,0.0979,1.0679
CAMP_1086,India,Desktop,0.0984,0.9935,97.7210,0.0988,1.1454
CAMP_1049,Germany,Desktop,0.0951,0.9984,94.9370,0.0984,0.8808
CAMP_1064,Australia,Mobile,0.0957,1.0117,96.7760,0.0978,0.9750
CAMP_1086,Australia,Mobile,0.0991,0.9517,94.3190,0.0959,1.2166
CAMP_1058,UK,Desktop,0.0941,1.0005,94.1490,0.1057,0.9798
CAMP_1071,Australia,Desktop,0.0953,0.9851,93.8650,0.0993,0.9718
CAMP_1053,India,Mobile,0.0985,1.0438,102.7950,0.0947,0.9515
CAMP_1066,Australia,Mobile,0.0927,1.0545,97.7210,0.1029,1.0630
CAMP_1050,Australia,Tablet,0.0924,1.0445,96.4720,0.1094,0.9396
CAMP_1007,Germany,Desktop,0.0951,1.0426,99.1490,0.0945,1.2326
CAMP_1034,UK,Desktop,0.1028,0.9621,98.9420,0.0943,0.9632
CAMP_1031,Germany,Mobile,0.0959,1.0781,103.4110,0.1002,0.9972
CAMP_1045,Australia,Tablet,0.0928,1.0332,95.8320,0.0951,0.9893
CAMP_1013,Germany,Desktop,0.0910,1.0927,99.4780,0.0997,0.9115
CAMP_1047,India,Mobile,0.1006,0.9610,96.6870,0.0890,1.0562
CAMP_1006,India,Mobile,0.0953,0.9971,94.9990,0.1002,0.9941
CAMP_1022,Canada,Desktop,0.1043,0.9682,100.9900,0.0974,1.0047
CAMP_1084,UK,Mobile,0.0913,1.0817,98.7520,0.1036,0.9800
CAMP_1081,UK,Tablet,0.1028,0.9716,99.9050,0.0972,0.9768
CAMP_1001,UK,Desktop,0.0987,1.0032,99.0080,0.0890,0.9460
CAMP_1046,Canada,Desktop,0.0960,1.0152,97.4560,0.1023,1.2472
CAMP_1019,UK,Desktop,0.0964,0.9853,94.9350,0.0990,1.0809
CAMP_1001,USA,Desktop,0.0925,1.0332,95.5800,0.1050,1.0756
CAMP_1066,India,Tablet,0.1044,0.9936,103.6890,0.0987,1.0218
CAMP_1019,USA,Tablet,0.0884,1.0867,96.0280,0.1040,0.9017
CAMP_1036,Canada,Tablet,0.0902,1.0302,92.9390,0.1049,1.0036
CAMP_1093,Canada,Tablet,0.1002,1.0407,104.2530,0.0978,1.0567
CAMP_1008,UK,Tablet,0.0951,0.9500,90.3580,0.0974,1.1128
CAMP_1097,Australia,Desktop,0.0918,1.0725,98.5100,0.1035,0.8940
CAMP_1043,USA,Desktop,0.1018,1.0779,109.7320,0.0974,0.8505
CAMP_1023,Germany,Mobile,0.0913,1.0879,99.3540,0.0985,0.9029
CAMP_1080,UK,Desktop,0.0903,1.0420,94.1060,0.1031,1.0077
CAMP_1073,Canada,Desktop,0.0928,1.0548,97.9180,0.1053,0.8744
CAMP_1095,India,Tablet,0.1071,0.9231,98.8560,0.0859,1.1466
CAMP_1080,India,Tablet,0.0978,1.0000,97.7520,0.0931,0.9039
CAMP_1080,UK,Mobile,0.0987,0.9668,95.3960,0.0943,0.9147
CAMP_1013,Germany,Tablet,0.0981,1.0091,98.9900,0.0950,0.8731
CAMP_1024,UK,Tablet,0.0985,0.9165,90.2830,0.0974,1.0817
CAMP_1072,India,Tablet,0.0960,1.0194,97.9020,0.0986,0.9248
CAMP_1021,USA,Mobile,0.0942,1.1008,103.7420,0.1025,0.9317
CAMP_1057,Canada,Tablet,0.0976,1.0404,101.5440,0.1046,0.9534
CAMP_1097,Canada,Mobile,0.0978,1.0350,101.2550,0.0971,1.0103
CAMP_1036,Australia,Desktop,0.0969,1.0211,98.9030,0.1045,0.9823
CAMP_1074,Canada,Tablet,0.0987,1.0450,103.1600,0.0971,0.9098
